id,name,weight,height,types,types2,url,abilities,evolutions
983,Kingambit,120.0 kg (264.6 lbs),2.0 m (6′07″),Dark,Steel,https://pokemondb.net/pokedex/kingambit,"[{'name': 'Defiant', 'text': ""raises the ability-bearer's Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each."", 'url': 'https://pokemondb.net/ability/defiant'}, {'name': 'Supreme Overlord', 'text': 'Attack and Special Attack are boosted for each party Pokémon that has been defeated.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/supreme-overlord'}]","[{'IdEvolucao': '#0624', 'NomeEvolucao': 'Pawniard', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pawniard'}, {'IdEvolucao': '#0625', 'NomeEvolucao': 'Bisharp', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bisharp'}, {'IdEvolucao': '#0983', 'NomeEvolucao': 'Kingambit', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kingambit'}]"
970,Glimmora,45.0 kg (99.2 lbs),1.5 m (4′11″),Rock,Poison,https://pokemondb.net/pokedex/glimmora,"[{'name': 'Toxic Debris', 'text': 'Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/toxic-debris'}]","[{'IdEvolucao': '#0969', 'NomeEvolucao': 'Glimmet', 'UrlEvolucao': 'https://pokemondb.net/pokedex/glimmet'}, {'IdEvolucao': '#0970', 'NomeEvolucao': 'Glimmora', 'UrlEvolucao': 'https://pokemondb.net/pokedex/glimmora'}]"
975,Cetitan,700.0 kg (1543.2 lbs),4.5 m (14′09″),Ice,,https://pokemondb.net/pokedex/cetitan,"[{'name': 'Thick Fat', 'text': 'reduces the damage taken from  -type and  -type moves by 50%. Interestingly, many Pokémon possessing this ability already take reduced damage from those types. A   or   with   would take   normal damage when hit by an Ice-type move.', 'url': 'https://pokemondb.net/ability/thick-fat'}]","[{'IdEvolucao': '#0974', 'NomeEvolucao': 'Cetoddle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetoddle'}, {'IdEvolucao': '#0975', 'NomeEvolucao': 'Cetitan', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetitan'}]"
974,Cetoddle,45.0 kg (99.2 lbs),1.2 m (3′11″),Ice,,https://pokemondb.net/pokedex/cetoddle,"[{'name': 'Snow Cloak', 'text': ""raises ability-bearer's evasion by 20% in a hail storm. It also gives immunity to damage by hail (if they are not already protected by being   type). If a Pokémon with   is the leading party Pokémon while travelling in a hail storm/blizzard, wild Pokémon are only half as likely to appear."", 'url': 'https://pokemondb.net/ability/snow-cloak'}]","[{'IdEvolucao': '#0974', 'NomeEvolucao': 'Cetoddle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetoddle'}, {'IdEvolucao': '#0975', 'NomeEvolucao': 'Cetitan', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetitan'}]"
979,Annihilape,56.0 kg (123.5 lbs),1.2 m (3′11″),Fighting,Ghost,https://pokemondb.net/pokedex/annihilape,"[{'name': 'Vital Spirit', 'text': 'prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move  . If a Pokémon with   is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level.', 'url': 'https://pokemondb.net/ability/vital-spirit'}]","[{'IdEvolucao': '#0056', 'NomeEvolucao': 'Mankey', 'UrlEvolucao': 'https://pokemondb.net/pokedex/mankey'}, {'IdEvolucao': '#0057', 'NomeEvolucao': 'Primeape', 'UrlEvolucao': 'https://pokemondb.net/pokedex/primeape'}, {'IdEvolucao': '#0979', 'NomeEvolucao': 'Annihilape', 'UrlEvolucao': 'https://pokemondb.net/pokedex/annihilape'}]"
975,Cetitan,700.0 kg (1543.2 lbs),4.5 m (14′09″),Ice,,https://pokemondb.net/pokedex/cetitan,"[{'name': 'Thick Fat', 'text': 'reduces the damage taken from  -type and  -type moves by 50%. Interestingly, many Pokémon possessing this ability already take reduced damage from those types. A   or   with   would take   normal damage when hit by an Ice-type move.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'name': 'Slush Rush', 'text': ""Boosts the Pokémon's Speed stat in a hailstorm."", 'url': 'https://pokemondb.net/ability/slush-rush'}]","[{'IdEvolucao': '#0974', 'NomeEvolucao': 'Cetoddle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetoddle'}, {'IdEvolucao': '#0975', 'NomeEvolucao': 'Cetitan', 'UrlEvolucao': 'https://pokemondb.net/pokedex/cetitan'}]"
980,Clodsire,223.0 kg (491.6 lbs),1.8 m (5′11″),Poison,Ground,https://pokemondb.net/pokedex/clodsire,"[{'name': 'Poison Point', 'text': 'Contact with the Pokémon may poison the attacker.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/poison-point'}, {'name': 'Water Absorb', 'text': 'A Pokémon with   heals   of its maximum HP when hit by a  -type attack.', 'url': 'https://pokemondb.net/ability/water-absorb'}]","[{'IdEvolucao': '#0194', 'NomeEvolucao': 'Wooper', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wooper'}, {'IdEvolucao': '#0195', 'NomeEvolucao': 'Quagsire', 'UrlEvolucao': 'https://pokemondb.net/pokedex/quagsire'}, {'IdEvolucao': '#0194', 'NomeEvolucao': 'Wooper', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wooper'}, {'IdEvolucao': '#0980', 'NomeEvolucao': 'Clodsire', 'UrlEvolucao': 'https://pokemondb.net/pokedex/clodsire'}]"
977,Dondozo,220.0 kg (485.0 lbs),12.0 m (39′04″),Water,,https://pokemondb.net/pokedex/dondozo,"[{'name': 'Unaware', 'text': 'Ignores any stat changes in the Pokémon.', 'url': 'https://pokemondb.net/ability/unaware'}, {'name': 'Oblivious', 'text': 'makes the Pokémon immune to gender-based moves and abilities, specifically  ,   and  .', 'url': 'https://pokemondb.net/ability/oblivious'}]",
961,Wugtrio,5.4 kg (11.9 lbs),1.2 m (3′11″),Water,,https://pokemondb.net/pokedex/wugtrio,"[{'name': 'Gooey', 'text': ""Contact with the Pokémon lowers the attacker's Speed stat."", 'url': 'https://pokemondb.net/ability/gooey'}]","[{'IdEvolucao': '#0960', 'NomeEvolucao': 'Wiglett', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wiglett'}, {'IdEvolucao': '#0961', 'NomeEvolucao': 'Wugtrio', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wugtrio'}]"
964,Palafin,60.2 kg (132.7 lbs),1.3 m (4′03″),Water,,https://pokemondb.net/pokedex/palafin,"[{'name': 'Zero to Hero', 'text': 'Transforms into its Hero Form when switching out.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/zero-to-hero'}]","[{'IdEvolucao': '#0963', 'NomeEvolucao': 'Finizen', 'UrlEvolucao': 'https://pokemondb.net/pokedex/finizen'}, {'IdEvolucao': '#0964', 'NomeEvolucao': 'Palafin', 'UrlEvolucao': 'https://pokemondb.net/pokedex/palafin'}]"
962,Bombirdier,42.9 kg (94.6 lbs),1.5 m (4′11″),Flying,Dark,https://pokemondb.net/pokedex/bombirdier,"[{'name': 'Big Pecks', 'text': ""prevents the ability-bearer's Defense stat from being lowered, for example via  ."", 'url': 'https://pokemondb.net/ability/big-pecks'}]",
979,Annihilape,56.0 kg (123.5 lbs),1.2 m (3′11″),Fighting,Ghost,https://pokemondb.net/pokedex/annihilape,"[{'name': 'Vital Spirit', 'text': 'prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move  . If a Pokémon with   is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level.', 'url': 'https://pokemondb.net/ability/vital-spirit'}, {'name': 'Inner Focus', 'text': 'prevents the Pokémon from flinching, for example when attacked by a move like  .', 'url': 'https://pokemondb.net/ability/inner-focus'}]","[{'IdEvolucao': '#0056', 'NomeEvolucao': 'Mankey', 'UrlEvolucao': 'https://pokemondb.net/pokedex/mankey'}, {'IdEvolucao': '#0057', 'NomeEvolucao': 'Primeape', 'UrlEvolucao': 'https://pokemondb.net/pokedex/primeape'}, {'IdEvolucao': '#0979', 'NomeEvolucao': 'Annihilape', 'UrlEvolucao': 'https://pokemondb.net/pokedex/annihilape'}]"
968,Orthworm,310.0 kg (683.4 lbs),2.5 m (8′02″),Steel,,https://pokemondb.net/pokedex/orthworm,"[{'name': 'Earth Eater', 'text': 'Restores HP when hit by a Ground-type move.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/earth-eater'}]",
978,Tatsugiri,8.0 kg (17.6 lbs),0.3 m (1′00″),Dragon,Water,https://pokemondb.net/pokedex/tatsugiri,"[{'name': 'Commander', 'text': 'Goes inside the mouth of an ally Dondozo if one is on the field.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/commander'}]",
976,Veluza,90.0 kg (198.4 lbs),2.5 m (8′02″),Water,Psychic,https://pokemondb.net/pokedex/veluza,"[{'name': 'Mold Breaker', 'text': ""prevents a target's ability from affecting moves that the   Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves. For example, a   with   would be able to hit a   (having  ) using a Ground type move like  . Ground type moves would still not affect Flying types. However, if   KOs a Pokémon with  , a   Pokémon would still lose HP as Aftermath did not affect the   attack itself."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]",
963,Finizen,60.2 kg (132.7 lbs),1.3 m (4′03″),Water,,https://pokemondb.net/pokedex/finizen,"[{'name': 'Water Veil', 'text': 'Prevents the Pokémon from getting a burn.', 'url': 'https://pokemondb.net/ability/water-veil'}]","[{'IdEvolucao': '#0963', 'NomeEvolucao': 'Finizen', 'UrlEvolucao': 'https://pokemondb.net/pokedex/finizen'}, {'IdEvolucao': '#0964', 'NomeEvolucao': 'Palafin', 'UrlEvolucao': 'https://pokemondb.net/pokedex/palafin'}]"
959,Tinkaton,112.8 kg (248.7 lbs),0.7 m (2′04″),Fairy,Steel,https://pokemondb.net/pokedex/tinkaton,"[{'name': 'Own Tempo', 'text': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}]","[{'IdEvolucao': '#0957', 'NomeEvolucao': 'Tinkatink', 'UrlEvolucao': 'https://pokemondb.net/pokedex/tinkatink'}, {'IdEvolucao': '#0958', 'NomeEvolucao': 'Tinkatuff', 'UrlEvolucao': 'https://pokemondb.net/pokedex/tinkatuff'}, {'IdEvolucao': '#0959', 'NomeEvolucao': 'Tinkaton', 'UrlEvolucao': 'https://pokemondb.net/pokedex/tinkaton'}]"
956,Espathra,90.0 kg (198.4 lbs),1.9 m (6′03″),Psychic,,https://pokemondb.net/pokedex/espathra,"[{'name': 'Opportunist', 'text': 'Copies stat boosts by the opponent.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/opportunist'}]","[{'IdEvolucao': '#0955', 'NomeEvolucao': 'Flittle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/flittle'}, {'IdEvolucao': '#0956', 'NomeEvolucao': 'Espathra', 'UrlEvolucao': 'https://pokemondb.net/pokedex/espathra'}]"
955,Flittle,1.5 kg (3.3 lbs),0.2 m (0′08″),Psychic,,https://pokemondb.net/pokedex/flittle,"[{'name': 'Anticipation', 'text': 'A Pokémon with   will   upon entering battle, if an opponent has a move that is super-effective against it, or a One-Hit-KO move ( ,  ,   or  ). It only activates when the ability-bearer switches in, not when an opponent switches in.  does not activate if the opponent has a move that varies in type, such as  ,   or  , even if those moves would be super-effective.', 'url': 'https://pokemondb.net/ability/anticipation'}]","[{'IdEvolucao': '#0955', 'NomeEvolucao': 'Flittle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/flittle'}, {'IdEvolucao': '#0956', 'NomeEvolucao': 'Espathra', 'UrlEvolucao': 'https://pokemondb.net/pokedex/espathra'}]"
952,Scovillain,15.0 kg (33.1 lbs),0.9 m (2′11″),Grass,Fire,https://pokemondb.net/pokedex/scovillain,"[{'name': 'Chlorophyll', 'text': ""doubles the ability-bearer's Speed during  ."", 'url': 'https://pokemondb.net/ability/chlorophyll'}]","[{'IdEvolucao': '#0951', 'NomeEvolucao': 'Capsakid', 'UrlEvolucao': 'https://pokemondb.net/pokedex/capsakid'}, {'IdEvolucao': '#0952', 'NomeEvolucao': 'Scovillain', 'UrlEvolucao': 'https://pokemondb.net/pokedex/scovillain'}]"
950,Klawf,79.0 kg (174.2 lbs),1.3 m (4′03″),Rock,,https://pokemondb.net/pokedex/klawf,"[{'name': 'Anger Shell', 'text': ""When the Pokémon's HP drops below half,   lowers its Defense and Special Defense but its Attack, Special Attack and Speed are raised. No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/anger-shell'}]",
947,Brambleghast,6.0 kg (13.2 lbs),1.2 m (3′11″),Grass,Ghost,https://pokemondb.net/pokedex/brambleghast,"[{'name': 'Wind Rider', 'text': ""gives immunity to wind moves, and causes the Pokémon's Attack to increase by one stage when hit by one. No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/wind-rider'}]","[{'IdEvolucao': '#0946', 'NomeEvolucao': 'Bramblin', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bramblin'}, {'IdEvolucao': '#0947', 'NomeEvolucao': 'Brambleghast', 'UrlEvolucao': 'https://pokemondb.net/pokedex/brambleghast'}]"
945,Grafaiai,27.2 kg (60.0 lbs),0.7 m (2′04″),Poison,Normal,https://pokemondb.net/pokedex/grafaiai,"[{'name': 'Unburden', 'text': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}]","[{'IdEvolucao': '#0944', 'NomeEvolucao': 'Shroodle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/shroodle'}, {'IdEvolucao': '#0945', 'NomeEvolucao': 'Grafaiai', 'UrlEvolucao': 'https://pokemondb.net/pokedex/grafaiai'}]"
945,Grafaiai,27.2 kg (60.0 lbs),0.7 m (2′04″),Poison,Normal,https://pokemondb.net/pokedex/grafaiai,"[{'name': 'Unburden', 'text': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}, {'name': 'Poison Touch', 'text': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}]","[{'IdEvolucao': '#0944', 'NomeEvolucao': 'Shroodle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/shroodle'}, {'IdEvolucao': '#0945', 'NomeEvolucao': 'Grafaiai', 'UrlEvolucao': 'https://pokemondb.net/pokedex/grafaiai'}]"
949,Toedscruel,58.0 kg (127.9 lbs),1.9 m (6′03″),Ground,Grass,https://pokemondb.net/pokedex/toedscruel,"[{'name': 'Mycelium Might', 'text': ""Status moves go last, but are not affected by the opponent's ability.\n No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/mycelium-might'}]","[{'IdEvolucao': '#0948', 'NomeEvolucao': 'Toedscool', 'UrlEvolucao': 'https://pokemondb.net/pokedex/toedscool'}, {'IdEvolucao': '#0949', 'NomeEvolucao': 'Toedscruel', 'UrlEvolucao': 'https://pokemondb.net/pokedex/toedscruel'}]"
956,Espathra,90.0 kg (198.4 lbs),1.9 m (6′03″),Psychic,,https://pokemondb.net/pokedex/espathra,"[{'name': 'Opportunist', 'text': 'Copies stat boosts by the opponent.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/opportunist'}, {'name': 'Frisk', 'text': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}]","[{'IdEvolucao': '#0955', 'NomeEvolucao': 'Flittle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/flittle'}, {'IdEvolucao': '#0956', 'NomeEvolucao': 'Espathra', 'UrlEvolucao': 'https://pokemondb.net/pokedex/espathra'}]"
950,Klawf,79.0 kg (174.2 lbs),1.3 m (4′03″),Rock,,https://pokemondb.net/pokedex/klawf,"[{'name': 'Anger Shell', 'text': ""When the Pokémon's HP drops below half,   lowers its Defense and Special Defense but its Attack, Special Attack and Speed are raised. No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/anger-shell'}, {'name': 'Shell Armor', 'text': 'prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}]",
952,Scovillain,15.0 kg (33.1 lbs),0.9 m (2′11″),Grass,Fire,https://pokemondb.net/pokedex/scovillain,"[{'name': 'Chlorophyll', 'text': ""doubles the ability-bearer's Speed during  ."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'name': 'Insomnia', 'text': 'prevents the ability-bearer from falling asleep, both from moves by other Pokémon like  , and self-inflicted sleep like  . If a sleeping Pokémon aquires   (e.g. from  , it will wake up on its next turn.', 'url': 'https://pokemondb.net/ability/insomnia'}]","[{'IdEvolucao': '#0951', 'NomeEvolucao': 'Capsakid', 'UrlEvolucao': 'https://pokemondb.net/pokedex/capsakid'}, {'IdEvolucao': '#0952', 'NomeEvolucao': 'Scovillain', 'UrlEvolucao': 'https://pokemondb.net/pokedex/scovillain'}]"
954,Rabsca,3.5 kg (7.7 lbs),0.3 m (1′00″),Bug,Psychic,https://pokemondb.net/pokedex/rabsca,"[{'name': 'Synchronize', 'text': 'If the opponent causes a burn, paralysis, or poisoning of a Pokémon with  , the opponent receives the status condition too. Self-inflicted status conditions (for example through the use of an item) are not passed on. In  , bad poison is only passed on as regular poison. If a Pokémon with   is the leading party Pokémon, there is a 50% chance of each wild Pokémon encountered having the same nature. No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/synchronize'}]","[{'IdEvolucao': '#0953', 'NomeEvolucao': 'Rellor', 'UrlEvolucao': 'https://pokemondb.net/pokedex/rellor'}, {'IdEvolucao': '#0954', 'NomeEvolucao': 'Rabsca', 'UrlEvolucao': 'https://pokemondb.net/pokedex/rabsca'}]"
944,Shroodle,0.7 kg (1.5 lbs),0.2 m (0′08″),Poison,Normal,https://pokemondb.net/pokedex/shroodle,"[{'name': 'Pickpocket', 'text': 'Steals an item when hit by another Pokémon.', 'url': 'https://pokemondb.net/ability/pickpocket'}]","[{'IdEvolucao': '#0944', 'NomeEvolucao': 'Shroodle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/shroodle'}, {'IdEvolucao': '#0945', 'NomeEvolucao': 'Grafaiai', 'UrlEvolucao': 'https://pokemondb.net/pokedex/grafaiai'}]"
939,Bellibolt,113.0 kg (249.1 lbs),1.2 m (3′11″),Electric,,https://pokemondb.net/pokedex/bellibolt,"[{'name': 'Electromorphosis', 'text': 'If a Pokémon with   is hit by an attack, the power of the next Electric-type move it uses is doubled. No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/electromorphosis'}]","[{'IdEvolucao': '#0938', 'NomeEvolucao': 'Tadbulb', 'UrlEvolucao': 'https://pokemondb.net/pokedex/tadbulb'}, {'IdEvolucao': '#0939', 'NomeEvolucao': 'Bellibolt', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bellibolt'}]"
941,Kilowattrel,38.6 kg (85.1 lbs),1.4 m (4′07″),Electric,Flying,https://pokemondb.net/pokedex/kilowattrel,"[{'name': 'Volt Absorb', 'text': 'A Pokémon with   heals   of its maximum HP when hit by an  -type attack, including  . In  ,   does not activate for  .', 'url': 'https://pokemondb.net/ability/volt-absorb'}]","[{'IdEvolucao': '#0940', 'NomeEvolucao': 'Wattrel', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wattrel'}, {'IdEvolucao': '#0941', 'NomeEvolucao': 'Kilowattrel', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kilowattrel'}]"
937,Ceruledge,62.0 kg (136.7 lbs),1.6 m (5′03″),Fire,Ghost,https://pokemondb.net/pokedex/ceruledge,"[{'name': 'Flash Fire', 'text': ""When a Pokémon with   is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle."", 'url': 'https://pokemondb.net/ability/flash-fire'}]","[{'IdEvolucao': '#0935', 'NomeEvolucao': 'Charcadet', 'UrlEvolucao': 'https://pokemondb.net/pokedex/charcadet'}, {'IdEvolucao': '#0936', 'NomeEvolucao': 'Armarouge', 'UrlEvolucao': 'https://pokemondb.net/pokedex/armarouge'}, {'IdEvolucao': '#0937', 'NomeEvolucao': 'Ceruledge', 'UrlEvolucao': 'https://pokemondb.net/pokedex/ceruledge'}]"
943,Mabosstiff,61.0 kg (134.5 lbs),1.1 m (3′07″),Dark,,https://pokemondb.net/pokedex/mabosstiff,"[{'name': 'Guard Dog', 'text': 'Boosts Attack if intimidated, and prevents being forced to switch out.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/guard-dog'}]","[{'IdEvolucao': '#0942', 'NomeEvolucao': 'Maschiff', 'UrlEvolucao': 'https://pokemondb.net/pokedex/maschiff'}, {'IdEvolucao': '#0943', 'NomeEvolucao': 'Mabosstiff', 'UrlEvolucao': 'https://pokemondb.net/pokedex/mabosstiff'}]"
941,Kilowattrel,38.6 kg (85.1 lbs),1.4 m (4′07″),Electric,Flying,https://pokemondb.net/pokedex/kilowattrel,"[{'name': 'Volt Absorb', 'text': 'A Pokémon with   heals   of its maximum HP when hit by an  -type attack, including  . In  ,   does not activate for  .', 'url': 'https://pokemondb.net/ability/volt-absorb'}, {'name': 'Wind Power', 'text': 'If a Pokémon with   is hit by a wind move, the power of the next Electric-type move it uses is doubled. No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/wind-power'}]","[{'IdEvolucao': '#0940', 'NomeEvolucao': 'Wattrel', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wattrel'}, {'IdEvolucao': '#0941', 'NomeEvolucao': 'Kilowattrel', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kilowattrel'}]"
930,Arboliva,48.2 kg (106.3 lbs),1.4 m (4′07″),Grass,Normal,https://pokemondb.net/pokedex/arboliva,"[{'name': 'Seed Sower', 'text': 'Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/seed-sower'}]","[{'IdEvolucao': '#0928', 'NomeEvolucao': 'Smoliv', 'UrlEvolucao': 'https://pokemondb.net/pokedex/smoliv'}, {'IdEvolucao': '#0929', 'NomeEvolucao': 'Dolliv', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dolliv'}, {'IdEvolucao': '#0930', 'NomeEvolucao': 'Arboliva', 'UrlEvolucao': 'https://pokemondb.net/pokedex/arboliva'}]"
934,Garganacl,240.0 kg (529.1 lbs),2.3 m (7′07″),Rock,,https://pokemondb.net/pokedex/garganacl,"[{'name': 'Purifying Salt', 'text': 'Protects from status conditions and halves damage from Ghost-type moves.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/purifying-salt'}]","[{'IdEvolucao': '#0932', 'NomeEvolucao': 'Nacli', 'UrlEvolucao': 'https://pokemondb.net/pokedex/nacli'}, {'IdEvolucao': '#0933', 'NomeEvolucao': 'Naclstack', 'UrlEvolucao': 'https://pokemondb.net/pokedex/naclstack'}, {'IdEvolucao': '#0934', 'NomeEvolucao': 'Garganacl', 'UrlEvolucao': 'https://pokemondb.net/pokedex/garganacl'}]"
934,Garganacl,240.0 kg (529.1 lbs),2.3 m (7′07″),Rock,,https://pokemondb.net/pokedex/garganacl,"[{'name': 'Purifying Salt', 'text': 'Protects from status conditions and halves damage from Ghost-type moves.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/purifying-salt'}, {'name': 'Sturdy', 'text': 'allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves ( ,  ,   or  ). If   activates before the final hit of a multi-hit move (such as  ), the subsequent hit will still deal damage and therefore cause the Pokémon to faint.  does not prevent self-inflicted KO moves such as  ,   and  .', 'url': 'https://pokemondb.net/ability/sturdy'}]","[{'IdEvolucao': '#0932', 'NomeEvolucao': 'Nacli', 'UrlEvolucao': 'https://pokemondb.net/pokedex/nacli'}, {'IdEvolucao': '#0933', 'NomeEvolucao': 'Naclstack', 'UrlEvolucao': 'https://pokemondb.net/pokedex/naclstack'}, {'IdEvolucao': '#0934', 'NomeEvolucao': 'Garganacl', 'UrlEvolucao': 'https://pokemondb.net/pokedex/garganacl'}]"
927,Dachsbun,14.9 kg (32.8 lbs),0.5 m (1′08″),Fairy,,https://pokemondb.net/pokedex/dachsbun,"[{'name': 'Well-Baked Body', 'text': 'Immune to Fire-type moves, and Defense is sharply boosted.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/well-baked-body'}]","[{'IdEvolucao': '#0926', 'NomeEvolucao': 'Fidough', 'UrlEvolucao': 'https://pokemondb.net/pokedex/fidough'}, {'IdEvolucao': '#0927', 'NomeEvolucao': 'Dachsbun', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dachsbun'}]"
925,Maushold,2.8 kg (6.2 lbs),0.3 m (1′00″),Normal,,https://pokemondb.net/pokedex/maushold,"[{'name': 'Friend Guard', 'text': 'Reduces damage done to allies.', 'url': 'https://pokemondb.net/ability/friend-guard'}]","[{'IdEvolucao': '#0924', 'NomeEvolucao': 'Tandemaus', 'UrlEvolucao': 'https://pokemondb.net/pokedex/tandemaus'}, {'IdEvolucao': '#0925', 'NomeEvolucao': 'Maushold', 'UrlEvolucao': 'https://pokemondb.net/pokedex/maushold'}, {'IdEvolucao': '#0925', 'NomeEvolucao': 'Maushold', 'UrlEvolucao': 'https://pokemondb.net/pokedex/maushold'}]"
929,Dolliv,11.9 kg (26.2 lbs),0.6 m (2′00″),Grass,Normal,https://pokemondb.net/pokedex/dolliv,"[{'name': 'Early Bird', 'text': 'The Pokémon awakens quickly from sleep.', 'url': 'https://pokemondb.net/ability/early-bird'}]","[{'IdEvolucao': '#0928', 'NomeEvolucao': 'Smoliv', 'UrlEvolucao': 'https://pokemondb.net/pokedex/smoliv'}, {'IdEvolucao': '#0929', 'NomeEvolucao': 'Dolliv', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dolliv'}, {'IdEvolucao': '#0930', 'NomeEvolucao': 'Arboliva', 'UrlEvolucao': 'https://pokemondb.net/pokedex/arboliva'}]"
922,Pawmo,6.5 kg (14.3 lbs),0.4 m (1′04″),Electric,Fighting,https://pokemondb.net/pokedex/pawmo,"[{'name': 'Natural Cure', 'text': 'All status problems heal when it switches out.', 'url': 'https://pokemondb.net/ability/natural-cure'}]","[{'IdEvolucao': '#0921', 'NomeEvolucao': 'Pawmi', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pawmi'}, {'IdEvolucao': '#0922', 'NomeEvolucao': 'Pawmo', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pawmo'}, {'IdEvolucao': '#0923', 'NomeEvolucao': 'Pawmot', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pawmot'}]"
915,Lechonk,10.2 kg (22.5 lbs),0.5 m (1′08″),Normal,,https://pokemondb.net/pokedex/lechonk,"[{'name': 'Aroma Veil', 'text': 'Protects allies from attacks that limit their move choices.', 'url': 'https://pokemondb.net/ability/aroma-veil'}]","[{'IdEvolucao': '#0915', 'NomeEvolucao': 'Lechonk', 'UrlEvolucao': 'https://pokemondb.net/pokedex/lechonk'}, {'IdEvolucao': '#0916', 'NomeEvolucao': 'Oinkologne', 'UrlEvolucao': 'https://pokemondb.net/pokedex/oinkologne'}, {'IdEvolucao': '#0916', 'NomeEvolucao': 'Oinkologne', 'UrlEvolucao': 'https://pokemondb.net/pokedex/oinkologne'}]"
